Inventory_ID,Store_ID,Product_ID,Stock_Quantity,Reorder_Level,Last_Restock_Date
230,20,232,342,43,2025-04-26
231,15,571,452,39,2025-05-19
232,15,497,470,60,2025-08-30
233,1,1022,474,20,2025-09-14
234,17,794,433,32,2025-06-04
235,1,884,20,24,2025-09-29
236,23,1191,443,32,2025-08-07
237,3,419,241,15,2025-04-19
238,13,112,390,70,2025-11-09
239,10,1034,270,58,2025-03-30
240,9,1096,345,35,2025-06-07
241,25,177,280,80,2025-11-29
242,4,1184,482,50,2026-02-27
243,11,498,289,55,2025-07-13
244,2,288,126,16,2025-10-10
245,4,280,110,34,2026-02-20
246,3,35,422,67,2025-12-20
247,3,447,91,16,2025-11-01
248,17,966,26,35,2025-07-06
249,17,65,225,37,2025-09-16
250,20,1047,240,26,2025-05-20
251,8,549,211,74,2025-08-15
252,1,381,45,60,2025-12-06
253,24,769,238,74,2025-04-16
254,11,999,416,39,2025-04-15
255,2,1157,56,35,2025-12-11
256,10,665,355,23,2025-08-02
257,18,1057,335,63,2026-03-07
258,19,149,100,26,2025-08-01
259,2,589,299,91,2025-04-30
260,12,968,271,85,2025-04-25
261,15,102,362,93,2026-01-27
262,18,827,451,30,2025-07-03
263,14,446,323,50,2026-02-11
264,19,467,358,66,2025-04-08
265,22,403,497,50,2025-11-12
266,2,1136,50,46,2026-03-11
267,25,1012,378,90,2025-05-29
268,14,1097,223,51,2026-01-28
269,10,1027,37,67,2025-07-01
270,8,553,189,47,2026-02-20
271,22,583,453,67,2025-07-08
272,17,541,347,41,2025-10-28
273,17,655,14,58,2025-07-09
274,4,65,48,76,2025-10-29
275,4,643,174,27,2025-03-30
276,3,544,412,61,2025-11-26
277,14,239,178,97,2025-05-13
278,3,118,51,100,2025-05-24
279,17,148,261,94,2026-03-16
280,6,194,476,39,2026-02-08
281,6,829,3,28,2026-01-13
282,14,257,278,57,2025-11-20
283,6,314,4,42,2025-08-03
284,22,1010,488,69,2025-07-02
285,9,1137,173,96,2026-02-09
286,13,144,10,47,2025-11-11
287,7,599,333,65,2025-03-28
288,7,883,77,55,2025-10-04
289,8,312,484,10,2026-03-15
290,22,924,207,89,2026-02-04
291,17,325,292,69,2025-07-31
292,22,237,222,14,2026-02-11
293,19,845,117,82,2025-12-03
294,5,203,237,46,2025-09-15
295,24,130,352,50,2025-09-09
296,6,421,258,89,2025-08-22
297,13,1072,448,73,2025-10-07
298,17,700,330,28,2025-06-08
299,21,313,410,21,2025-10-03
300,4,103,345,52,2026-01-29
301,16,640,290,12,2025-08-31
302,10,861,329,70,2025-10-13
303,7,465,14,75,2025-08-19
304,6,358,220,41,2026-01-18
305,6,576,266,35,2025-04-02
306,6,656,7,65,2025-05-26
307,7,662,331,48,2025-05-14
308,16,150,224,65,2026-01-07
309,9,989,162,31,2025-09-23
310,6,454,108,38,2025-04-13
311,2,340,347,46,2025-11-18
312,17,503,266,37,2026-01-24
313,15,420,255,11,2025-09-13
314,23,1048,2,44,2025-04-28
315,11,124,82,76,2025-12-23
316,5,412,135,45,2025-07-19
317,1,120,355,40,2025-09-27
318,2,1161,221,64,2025-07-17
319,1,332,236,71,2026-02-22
320,2,51,491,99,2025-06-13
321,6,398,10,36,2025-06-27
322,9,680,310,21,2026-02-16
323,21,998,395,37,2025-12-24
324,4,694,297,48,2025-12-23
325,25,880,253,15,2026-01-17
326,9,728,182,47,2025-04-11
327,6,399,336,71,2025-06-01
328,15,291,85,86,2025-11-21
329,12,1013,356,60,2025-11-06
330,17,647,358,63,2025-04-08
331,10,161,169,76,2025-10-06
332,2,503,52,51,2026-01-23
333,25,343,224,32,2025-07-09
334,15,725,31,99,2026-02-04
335,16,277,447,92,2025-12-24
336,2,750,389,18,2026-02-02
337,23,790,83,86,2025-09-29
338,11,164,282,78,2025-05-04
339,24,1035,98,38,2025-09-20
340,13,586,273,57,2025-11-14
341,23,880,106,88,2025-06-14
342,18,312,399,68,2025-08-18
343,8,65,358,27,2025-12-13
344,2,1010,123,41,2025-03-24
345,23,126,465,15,2026-01-05
346,19,193,58,19,2025-10-30
347,20,802,236,21,2026-01-09
348,25,506,237,70,2025-11-22
349,11,333,484,59,2025-11-24
350,3,265,297,92,2025-04-18
351,25,383,336,54,2025-07-20
352,4,408,360,67,2025-08-31
353,1,227,403,87,2025-06-17
354,23,149,136,19,2025-09-05
355,21,1152,72,16,2025-07-29
356,9,292,188,35,2025-09-01
357,24,1169,129,14,2025-12-20
358,19,234,363,70,2025-07-24
359,8,1145,8,76,2025-08-02
360,25,737,498,41,2025-09-28
361,6,582,158,93,2025-12-29
362,14,1121,252,18,2025-08-03
363,15,704,462,69,2026-02-28
364,17,492,362,40,2025-06-01
365,23,205,436,82,2026-03-13
366,4,696,67,95,2025-09-27
367,21,1085,371,39,2025-11-10
368,6,477,379,31,2025-08-14
369,2,921,98,87,2026-01-18
370,6,552,380,48,2025-12-30
371,21,82,423,72,2026-01-31
372,25,150,323,79,2025-12-16
373,9,880,255,16,2025-04-22
374,7,834,104,43,2026-01-11
375,22,1014,319,51,2025-07-28
376,8,376,212,93,2025-08-07
377,11,841,3,82,2025-07-10
378,9,326,375,85,2025-12-02
379,16,692,174,24,2026-01-09
380,2,60,252,15,2025-12-03
381,16,879,185,66,2025-07-03
382,13,1157,24,93,2025-06-30
383,20,812,311,37,2025-11-23
384,18,59,378,45,2025-11-10
385,19,618,370,52,2025-08-06
386,2,531,414,10,2025-08-19
387,2,130,462,33,2025-10-17
388,19,518,23,99,2025-09-23
389,16,830,493,30,2026-01-12
390,10,1004,13,45,2026-02-14
391,8,558,200,83,2025-11-11
392,19,1086,225,43,2026-01-12
393,17,696,452,23,2026-01-07
394,22,359,174,62,2025-12-06
395,3,1145,17,88,2025-05-15
396,12,571,157,19,2026-02-04
397,9,622,278,14,2026-02-15
398,6,828,441,53,2025-06-25
399,8,323,497,86,2026-02-17
400,6,1148,1,16,2025-09-12
401,12,279,283,24,2025-06-27
402,25,784,145,39,2026-01-05
403,18,286,45,45,2025-12-08
404,5,521,321,75,2025-09-07
405,11,703,151,40,2025-10-14
406,1,514,405,23,2025-04-09
407,3,236,244,22,2025-05-18
408,17,717,11,45,2025-03-27
409,12,113,248,85,2025-12-01
410,12,682,199,28,2026-03-12
411,11,562,417,48,2026-01-24
412,21,456,19,83,2025-07-22
413,16,961,160,43,2025-05-25
414,10,1112,272,94,2025-04-06
415,21,156,244,31,2025-06-22
416,24,460,35,100,2025-03-28
417,8,554,184,92,2025-04-03
418,2,537,340,67,2025-12-27
419,17,1044,164,40,2025-08-14
420,7,508,97,57,2025-07-30
421,9,821,377,23,2025-05-05
422,4,816,149,37,2026-03-03
423,15,1042,66,65,2025-08-05
424,12,813,253,17,2025-06-01
425,25,630,462,76,2025-09-01
426,24,192,206,33,2025-12-03
427,7,1078,421,18,2025-04-03
428,15,121,150,25,2025-04-15
429,16,224,40,16,2025-10-23
430,21,1019,396,29,2025-08-09
431,22,741,322,54,2025-04-28
432,11,1121,38,43,2025-09-30
433,24,488,280,44,2025-06-17
434,15,660,341,60,2026-01-15
435,7,1138,405,26,2026-03-10
436,12,631,72,41,2025-08-22
437,12,702,54,22,2025-11-12
438,25,458,296,37,2026-01-06
439,22,802,291,33,2025-05-02
440,13,1158,88,73,2025-10-22
441,9,851,75,58,2026-01-06
442,3,985,131,23,2025-06-13
443,25,218,198,51,2025-07-04
444,10,803,32,96,2025-09-19
445,4,386,478,37,2025-11-30
446,4,126,135,23,2026-03-10
447,16,34,99,83,2025-03-22
448,13,143,40,89,2025-10-06
449,19,236,139,33,2025-08-09
450,12,480,430,82,2026-01-28
451,17,515,25,57,2025-09-27
452,19,67,458,11,2026-01-13
453,18,46,398,14,2026-01-09
454,20,342,128,36,2025-04-26
455,20,1014,294,83,2025-04-05
456,24,901,137,56,2026-03-10
457,8,642,150,98,2026-02-27
458,13,834,459,30,2025-08-11
459,5,286,354,36,2025-10-21
460,10,210,15,44,2025-08-09
461,4,704,376,16,2025-03-29
462,2,1020,43,29,2025-07-21
463,25,480,228,36,2025-10-31
464,5,733,306,41,2025-12-31
465,14,881,229,62,2026-03-16
466,25,1177,141,72,2025-08-28
467,18,661,116,11,2025-07-01
468,21,1009,32,18,2025-09-19
469,7,419,76,94,2025-12-29
470,11,585,352,68,2025-09-18
471,10,766,312,76,2025-11-25
472,12,337,337,35,2026-01-19
473,17,272,440,23,2025-07-20
474,9,664,25,44,2025-08-20
475,3,123,354,61,2025-04-14
476,11,464,221,23,2025-09-28
477,6,325,276,15,2026-02-07
478,22,814,157,67,2025-04-25
479,2,380,456,68,2025-07-06
480,5,564,205,52,2026-02-20
481,2,790,68,68,2025-11-11
482,19,253,228,29,2026-01-03
483,3,848,135,25,2025-08-18
484,22,285,291,32,2025-03-17
485,14,230,377,59,2025-05-02
486,9,51,205,53,2025-09-15
487,13,742,20,60,2025-04-29
488,4,814,174,20,2026-02-21
489,15,968,283,31,2026-03-13
490,6,973,38,82,2025-06-29
491,23,641,314,86,2025-08-06
492,2,1169,367,49,2026-01-08
493,21,85,358,96,2026-01-11
494,21,877,225,88,2025-04-23
495,24,48,133,14,2025-10-23
496,18,473,420,88,2025-12-30
497,19,325,129,10,2025-07-19
498,5,1176,375,18,2025-06-18
499,19,1117,499,71,2025-09-22
500,16,428,259,70,2025-06-09
501,14,1058,201,55,2026-03-09
502,10,198,225,33,2026-02-27
503,11,582,322,32,2026-03-14
504,6,743,283,84,2026-01-13
505,20,786,55,59,2025-06-17
506,19,658,368,52,2025-11-22
507,19,758,430,56,2025-09-05
508,9,537,117,61,2026-01-13
509,17,13,416,99,2026-02-14
510,7,299,373,29,2025-10-09
511,11,909,9,59,2025-12-03
512,20,1143,118,91,2025-05-29
513,9,171,104,82,2025-12-29
514,18,923,234,84,2026-03-08
515,18,1103,171,19,2025-12-21
516,16,418,481,99,2025-08-23
517,20,941,431,81,2025-12-07
518,24,38,195,95,2025-07-28
519,10,1142,414,36,2025-07-16
520,13,868,187,45,2026-01-20
521,8,714,468,87,2026-01-13
522,4,1087,434,29,2025-10-20
523,21,825,250,73,2025-04-25
524,14,1165,473,97,2025-10-15
525,12,1105,208,16,2025-08-27
526,13,346,476,37,2026-03-17
527,16,264,401,37,2025-04-22
528,12,805,85,19,2025-04-16
529,9,608,417,51,2025-11-29
530,20,731,150,12,2025-07-16
531,3,268,111,78,2025-05-07
532,16,1191,339,78,2026-03-08
533,24,1031,404,22,2025-05-02
534,15,189,425,12,2026-01-24
535,6,580,257,47,2025-09-29
536,9,826,417,29,2026-01-30
537,8,1036,121,22,2025-10-17
538,10,1142,269,57,2025-11-02
539,6,273,223,96,2025-03-18
540,4,300,85,60,2025-06-22
541,20,1086,345,44,2025-05-21
542,21,341,470,91,2025-08-15
543,21,413,106,13,2025-12-14
544,3,1008,48,15,2025-04-25
545,18,791,450,99,2025-12-19
546,11,786,46,11,2025-08-06
547,2,383,214,79,2025-04-24
548,1,852,158,96,2025-09-02
549,10,446,318,50,2025-09-11
550,18,544,57,34,2026-01-07
551,3,956,366,60,2026-01-11
552,8,703,425,79,2025-05-17
553,20,362,285,42,2025-08-12
554,2,424,156,80,2025-09-11
555,21,551,380,68,2025-12-04
556,24,228,497,83,2025-06-10
557,24,935,338,37,2026-02-17
558,11,1023,447,67,2025-04-02
559,23,442,210,58,2025-07-25
560,3,1046,272,18,2025-11-22
561,20,125,276,74,2025-11-04
562,10,208,73,16,2025-08-14
563,13,556,496,22,2025-11-07
564,13,295,437,91,2025-04-17
565,4,899,26,53,2025-05-20
566,8,372,143,21,2025-10-12
567,17,466,14,25,2026-02-09
568,24,14,19,79,2025-09-21
569,4,729,429,100,2025-04-27
570,16,1036,313,42,2025-06-17
571,24,180,191,42,2025-06-17
572,16,648,373,67,2025-05-09
573,19,738,396,61,2026-02-05
574,7,1174,220,60,2025-10-05
575,19,663,445,99,2025-07-01
576,11,112,414,15,2025-06-18
577,24,322,133,17,2025-04-13
578,14,424,374,93,2025-04-09
579,18,611,447,91,2025-12-13
580,20,273,367,45,2026-03-11
581,14,440,241,14,2025-08-30
582,8,810,201,74,2025-12-10
583,23,185,445,14,2025-06-26
584,8,1012,287,11,2025-05-01
585,13,496,124,96,2025-05-20
586,19,122,128,84,2026-03-11
587,11,290,314,60,2025-07-29
588,12,718,302,75,2025-04-08
589,19,746,334,46,2025-03-23
590,7,895,306,31,2025-07-05
591,2,1187,240,37,2025-06-26
592,11,523,96,84,2025-11-25
593,25,1099,178,31,2025-08-01
594,7,443,180,81,2026-01-15
595,14,425,299,99,2025-09-18
596,19,271,339,24,2025-06-28
597,2,552,212,99,2025-08-18
598,4,41,106,70,2025-11-02
599,10,866,427,75,2025-08-19
600,7,843,347,36,2025-05-20
601,3,547,134,34,2025-08-13
602,5,989,171,52,2025-05-05
603,24,843,193,22,2025-12-08
604,4,791,336,83,2025-07-10
605,1,160,266,65,2026-01-21
606,14,11,185,49,2025-12-12
607,25,742,340,24,2025-07-08
608,20,1111,143,15,2025-08-16
609,13,125,374,56,2025-08-07
610,13,769,243,93,2025-09-21
611,4,308,76,10,2025-11-25
612,13,30,257,99,2025-04-02
613,2,7,390,45,2026-01-23
614,11,937,230,18,2025-04-30
615,3,896,78,47,2025-08-20
616,21,1112,293,93,2025-10-10
617,16,1003,237,26,2025-05-30
618,13,185,236,69,2025-08-11
619,9,969,406,52,2026-01-22
620,21,125,328,85,2025-07-23
621,4,929,228,36,2025-03-17
622,2,201,180,24,2025-12-06
623,5,1130,439,72,2025-05-31
624,17,467,223,52,2025-08-10
625,14,655,142,80,2025-10-27
626,15,797,137,98,2025-05-01
627,21,76,35,83,2025-11-06
628,3,769,87,33,2026-03-08
629,11,66,397,31,2025-04-01
630,15,657,157,26,2025-12-10
631,20,112,367,16,2026-01-22
632,20,686,194,99,2025-09-14
633,11,619,164,84,2025-06-15
634,18,1170,497,31,2026-02-18
635,15,606,356,28,2025-08-22
636,20,646,236,72,2026-03-10
637,18,745,36,65,2025-10-01
638,5,171,444,21,2026-02-08
639,3,1153,152,98,2025-10-06
640,24,408,3,42,2025-12-26
641,16,1188,155,25,2025-08-03
642,13,1114,335,24,2025-10-07
643,15,273,114,70,2025-08-14
644,23,794,78,91,2026-02-11
645,22,1052,333,48,2026-01-14
646,23,537,148,21,2025-10-24
647,21,1182,207,31,2025-04-06
648,7,763,191,26,2025-05-24
649,3,1181,260,49,2025-06-13
650,15,903,388,83,2025-07-14
651,4,141,83,98,2025-05-06
652,8,443,266,27,2025-05-29
653,22,2,394,90,2026-02-12
654,13,9,433,85,2025-05-19
655,20,130,196,91,2025-03-17
656,24,1094,484,47,2026-01-11
657,3,126,439,21,2026-01-25
658,14,970,431,83,2025-07-06
659,2,84,453,77,2025-08-09
660,1,207,317,81,2025-09-27
661,21,113,379,29,2025-11-07
662,8,125,430,37,2025-04-12
663,7,466,145,72,2025-09-29
664,10,782,85,96,2025-12-19
665,23,908,309,14,2026-01-12
666,23,734,185,74,2026-03-03
667,11,149,268,40,2025-10-30
668,4,922,389,93,2025-10-27
669,13,388,55,80,2026-01-16
670,20,41,61,86,2025-07-10
671,14,77,111,87,2025-11-02
672,25,653,161,94,2025-10-19
673,12,598,4,20,2026-03-04
674,16,1196,245,26,2025-09-22
675,17,1177,50,17,2026-02-09
676,8,825,270,20,2025-07-29
677,14,871,273,96,2026-01-10
678,10,363,139,74,2025-08-12
679,5,605,108,20,2026-02-04
680,12,819,310,69,2025-03-22
681,15,809,158,51,2026-01-28
682,25,1028,470,70,2025-06-24
683,18,1055,14,11,2025-07-23
684,16,201,378,11,2025-04-24
685,23,550,492,74,2025-09-22
686,15,94,38,76,2025-03-30
687,25,703,486,100,2025-12-24
688,19,525,256,55,2026-01-04
689,10,572,48,12,2025-09-11
690,22,1157,205,62,2025-12-20
691,10,253,396,60,2025-12-09
692,9,867,78,15,2026-01-08
693,6,470,242,39,2025-08-17
694,12,864,395,44,2025-04-26
695,14,8,437,70,2025-12-25
696,7,947,4,29,2025-11-16
697,11,823,89,63,2025-08-28
698,2,539,235,41,2025-09-16
699,1,1148,391,46,2025-12-24
700,20,858,95,45,2026-02-24
701,18,830,454,77,2025-07-20
702,1,541,70,52,2025-07-21
703,23,621,338,12,2025-11-05
704,8,435,327,67,2025-06-23
705,16,34,277,29,2025-11-10
706,8,247,292,18,2025-09-10
707,20,912,98,45,2025-04-04
708,16,318,487,86,2025-09-24
709,23,234,283,70,2025-07-18
710,14,200,164,91,2026-01-28
711,7,309,57,48,2025-05-29
712,14,1045,202,77,2026-02-06
713,8,1034,219,48,2026-02-08
714,23,697,195,99,2025-04-18
715,1,505,455,68,2025-05-05
716,18,628,273,58,2025-05-02
717,17,869,145,52,2025-04-12
718,7,436,60,11,2025-08-11
719,12,898,134,61,2025-11-24
720,24,520,317,91,2025-07-27
721,2,643,165,52,2025-09-24
722,14,95,120,21,2025-05-11
723,13,516,144,15,2026-02-15
724,15,452,494,20,2025-11-29
725,15,486,155,49,2026-01-19
726,6,171,398,38,2026-01-22
727,12,1063,449,57,2025-06-05
728,3,389,340,48,2025-10-11
729,5,337,124,13,2025-12-02
730,11,978,211,30,2026-01-12
731,15,684,218,51,2025-09-03
732,4,896,433,62,2025-09-25
733,20,820,368,24,2026-01-11
734,24,660,6,86,2025-09-26
735,5,130,195,73,2026-02-04
736,11,96,85,23,2025-10-22
737,5,798,160,89,2025-12-10
738,9,139,173,51,2025-09-01
739,4,679,61,19,2025-05-30
740,5,276,142,28,2025-11-26
741,20,718,122,42,2025-03-25
742,4,263,317,90,2025-08-24
743,2,159,184,52,2025-06-10
744,23,683,60,26,2025-10-13
745,21,370,223,61,2026-03-12
746,7,922,362,58,2025-07-03
747,7,673,287,24,2025-05-04
748,6,278,338,60,2025-05-03
749,3,694,293,42,2025-03-26
750,4,1024,441,53,2025-09-11
751,5,940,428,53,2025-08-28
752,21,982,219,65,2025-07-18
753,21,1027,6,51,2025-04-19
754,13,249,21,76,2025-07-29
755,13,794,337,93,2025-09-29
756,11,1084,121,55,2025-10-14
757,15,623,256,99,2025-06-08
758,17,817,96,39,2025-06-06
759,18,780,396,24,2025-07-27
760,20,986,487,73,2026-01-23
761,16,313,347,43,2026-02-10
762,22,114,82,35,2025-09-04
763,16,576,254,99,2025-11-03
764,15,644,132,66,2025-07-08
765,19,27,58,85,2025-10-29
766,22,610,357,71,2025-11-29
767,12,702,198,96,2025-10-17
768,6,700,477,70,2025-11-13
769,5,337,68,80,2025-05-13
770,11,899,304,42,2025-08-22
771,7,19,405,55,2025-11-16
772,7,799,160,36,2025-03-31
773,9,142,384,24,2025-03-23
774,13,1048,187,41,2025-05-16
775,4,766,233,26,2025-07-05
776,6,11,42,30,2026-01-04
777,16,490,456,60,2026-02-09
778,13,1084,356,75,2025-12-16
779,18,1125,247,13,2025-07-25
780,24,993,220,44,2025-04-23
781,15,74,166,23,2026-01-05
782,7,6,235,46,2025-09-03
783,22,160,17,58,2025-07-02
784,11,285,43,16,2025-06-11
785,22,274,236,50,2025-11-18
786,15,1190,482,65,2025-05-29
787,15,1034,47,49,2025-08-22
788,12,370,213,66,2025-04-29
789,21,1044,434,45,2025-05-28
790,25,112,391,38,2026-02-08
791,23,781,124,74,2025-07-06
792,5,1023,97,93,2025-11-23
793,25,24,261,38,2026-01-22
794,4,1085,486,38,2026-03-02
795,12,1186,428,53,2025-07-30
796,24,617,56,65,2025-08-10
797,16,377,346,78,2026-01-15
798,19,663,196,36,2025-09-14
799,8,940,365,42,2025-03-29
800,13,835,134,90,2025-10-25
801,3,1113,263,87,2025-09-22
802,23,407,290,90,2025-10-19
803,8,40,88,40,2025-04-19
804,12,46,58,50,2025-07-25
805,11,182,71,89,2026-02-05
806,10,1157,381,41,2025-12-06
807,8,908,177,93,2025-07-09
808,18,354,96,50,2025-09-13
